family,domain,family_counts,taxid,lineage,lineage_ranks,lineage_taxids
DAOVEB01,Archaea,1,1184938797,Archaea;Nanobdellota;Nanobdellia;B33-G15;DAOVEB01,superkingdom;phylum;class;order;family,1337977286;1140734311;507132679;847280766;1184938797
DTPP01,Bacteria,1,1184593679,Bacteria;Chloroflexota;Anaerolineae;DTPP01;DTPP01,superkingdom;phylum;class;order;family,81602897;510129959;1559853718;970263482;1184593679
JAOZMQ01,Bacteria,1,1182828694,Bacteria;Cloacimonadota;Cloacimonadia;Cloacimonadales;JAOZMQ01,superkingdom;phylum;class;order;family,81602897;397599777;1098894286;1061531961;1182828694
DAOWKM01,Bacteria,1,665440644,Bacteria;Chloroflexota;Dehalococcoidia;Dehalococcoidales;DAOWKM01,superkingdom;phylum;class;order;family,81602897;510129959;1736958301;1217821002;665440644
JAGVHQ01,Bacteria,1,2047997693,Bacteria;Patescibacteriota;UBA1384;JAGVHQ01,superkingdom;phylum;class;order,81602897;1184272463;800713647;2047997693
CAJXKU01,Bacteria,1,1456524120,Bacteria;Verrucomicrobiota;Lentisphaeria;Oligosphaerales;CAJXKU01,superkingdom;phylum;class;order;family,81602897;605906842;1467290489;1869570226;1456524120
JAFGSX01,Bacteria,1,1456252427,Bacteria;Myxococcota;JAFGSX01,superkingdom;phylum;class,81602897;1995082271;1456252427
SLOH01,Bacteria,1,1449290566,Bacteria;Chlamydiota;Chlamydiia;Chlamydiales;SLOH01,superkingdom;phylum;class;order;family,81602897;1417588462;1218949594;1568705753;1449290566
J113,Bacteria,1,2046232685,Bacteria;Pseudomonadota;Gammaproteobacteria;J113;J113,superkingdom;phylum;class;order;family,81602897;1712663402;1969409366;743193859;2046232685
JAJOKI01,Archaea,1,1445513687,Archaea;Halobacteriota;UBA148;UBA148;JAJOKI01,superkingdom;phylum;class;order;family,1337977286;187206606;321765267;33612902;1445513687
VGZY01,Bacteria,1,1444762130,Bacteria;Chloroflexota;Dehalococcoidia;SAR202;VGZY01,superkingdom;phylum;class;order;family,81602897;510129959;1736958301;386439989;1444762130
JAJVIF01,Bacteria,1,2050359358,Bacteria;JAJVIF01;JAJVIF01;JAJVIF01;JAJVIF01,superkingdom;phylum;class;order;family,81602897;1757254615;397695942;927066707;2050359358
JAPLXB01,Archaea,1,2048808786,Archaea;Micrarchaeota;Micrarchaeia;Norongarragalinales;JAPLXB01,superkingdom;phylum;class;order;family,1337977286;741135215;276043747;342128060;2048808786
JAFGND01,Bacteria,1,2033834066,Bacteria;JAFGND01;JAFGND01;JAFGND01,superkingdom;phylum;class;order,81602897;281443046;1940052375;2033834066
SURF-47,Bacteria,1,2033093295,Bacteria;Actinomycetota;JAUUWJ01;SURF-47,superkingdom;phylum;class;order,81602897;922471546;1435212168;2033093295
JAHFOH01,Archaea,1,2032257322,Archaea;Thermoproteota;Nitrososphaeria;Nitrososphaerales;JAHFOH01,superkingdom;phylum;class;order;family,1337977286;1464800560;283310308;1470417323;2032257322
HCM1,Bacteria,1,2032185806,Bacteria;SAR324;SAR324;XYD2-FULL-50-16;HCM1,superkingdom;phylum;class;order;family,81602897;75294333;199039489;306482963;2032185806
JAQULV01,Bacteria,1,1460977483,Bacteria;Desulfobacterota;Syntrophia;Syntrophales;JAQULV01,superkingdom;phylum;class;order;family,81602897;1568916253;1408778026;441072622;1460977483
CAIYYI01,Bacteria,1,1460671157,Bacteria;Verrucomicrobiota;Verrucomicrobiia;Limisphaerales;CAIYYI01,superkingdom;phylum;class;order;family,81602897;605906842;1950791653;1197035220;1460671157
JAPLKN01,Bacteria,1,1458859910,Bacteria;Elusimicrobiota;Endomicrobiia;Endomicrobiales;JAPLKN01,superkingdom;phylum;class;order;family,81602897;848567609;1709754812;1870408976;1458859910
JAJPKF01,Bacteria,1,683362142,Bacteria;Chloroflexota;UBA5177;UBA5177;JAJPKF01,superkingdom;phylum;class;order;family,81602897;510129959;1526277506;601288768;683362142
JAMCWQ01,Bacteria,1,681134941,Bacteria;Chloroflexota;Chloroflexia;JAMCWQ01;JAMCWQ01,superkingdom;phylum;class;order;family,81602897;510129959;740814940;53342201;681134941
VHCN01,Bacteria,1,67673089,Bacteria;Verrucomicrobiota;Verrucomicrobiia;Limisphaerales;VHCN01,superkingdom;phylum;class;order;family,81602897;605906842;1950791653;1197035220;67673089
HRBIN34,Bacteria,1,675772077,Bacteria;Patescibacteriota;Minisyncoccia;Minisyncoccales;HRBIN34,superkingdom;phylum;class;order;family,81602897;1184272463;283916658;1035946494;675772077
JARBTR01,Bacteria,1,2045897066,Bacteria;Bacillota;Bacilli;JARBTR01;JARBTR01,superkingdom;phylum;class;order;family,81602897;131003083;1489315499;617866270;2045897066
JAICHO01,Bacteria,1,2044751075,Bacteria;Patescibacteriota;Saccharimonadia;Saccharimonadales;JAICHO01,superkingdom;phylum;class;order;family,81602897;1184272463;1377863046;1184711150;2044751075
JALWFW01,Bacteria,1,2043632546,Bacteria;Myxococcota;Polyangia;HGW-17;JALWFW01,superkingdom;phylum;class;order;family,81602897;1995082271;1758649255;1080487800;2043632546
JAJFLM01,Bacteria,1,204199036,Bacteria;UBA10199;UBA10199;2-02-FULL-50-16;JAJFLM01,superkingdom;phylum;class;order;family,81602897;377335207;1956990809;1200303052;204199036
DYIV01,Bacteria,1,2041413883,Bacteria;Actinomycetota;DYIV01,superkingdom;phylum;class,81602897;922471546;2041413883
CADDZG01,Bacteria,1,2027886483,Bacteria;Actinomycetota;CADDZG01;CADDZG01,superkingdom;phylum;class;order,81602897;922471546;312278702;2027886483
Gomphosphaeriaceae,Bacteria,1,2026331336,Bacteria;Cyanobacteriota;Cyanobacteriia;Cyanobacteriales;Gomphosphaeriaceae,superkingdom;phylum;class;order;family,81602897;15887558;1606220747;1921604596;2026331336
SUG1161,Bacteria,1,2026294303,Bacteria;Bacillota;Clostridia;Christensenellales;SUG1161,superkingdom;phylum;class;order;family,81602897;131003083;1705696207;1390569891;2026294303
JADYYL01,Bacteria,1,689889121,Bacteria;Bdellovibrionota_B;UBA2361;SZUA-149;JADYYL01,superkingdom;phylum;class;order;family,81602897;152178665;1063630723;1153825203;689889121
JAOZVK01,Bacteria,1,68759713,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;JAOZVK01,superkingdom;phylum;class;order;family,81602897;504177835;618517539;592771697;68759713
JAJRRL01,Bacteria,1,1177290627,Bacteria;Pseudomonadota;Gammaproteobacteria;JAJRRL01;JAJRRL01,superkingdom;phylum;class;order;family,81602897;1712663402;1969409366;1103941293;1177290627
JAJVIH01,Bacteria,1,1176881018,Bacteria;Myxococcota;JAJVIH01;JAJVIH01,superkingdom;phylum;class;order,81602897;1995082271;452642620;1176881018
CAJXLF01,Bacteria,1,117483112,Bacteria;Pseudomonadota;Gammaproteobacteria;Nevskiales;CAJXLF01,superkingdom;phylum;class;order;family,81602897;1712663402;1969409366;1348654772;117483112
DUMF01,Bacteria,1,1171238579,Bacteria;Bacillota;DUMF01;DUMF01;DUMF01,superkingdom;phylum;class;order;family,81602897;131003083;725819050;620089563;1171238579
JAUVRN01,Bacteria,1,1457756582,Bacteria;Zixibacteria;MSB-5A5;JAUVRN01,superkingdom;phylum;class;order,81602897;1019969701;812696870;1457756582
JAPLVM01,Bacteria,1,2030370648,Bacteria;Patescibacteriota;Gracilibacteria;JAPLVM01,superkingdom;phylum;class;order,81602897;1184272463;168402977;2030370648
Ichthyobacteriaceae,Bacteria,1,2030195373,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Ichthyobacteriaceae,superkingdom;phylum;class;order;family,81602897;504177835;618517539;899814506;2030195373
DYFQ01,Bacteria,1,2030158863,Bacteria;Bacillota;DYFQ01,superkingdom;phylum;class,81602897;131003083;2030158863
JACPSX01,Bacteria,1,2028696103,Bacteria;JACPSX01;JACPSX01,superkingdom;phylum;class,81602897;1611772030;2028696103
SIG519,Bacteria,1,2036903760,Bacteria;Bacillota;Clostridia;Oscillospirales;SIG519,superkingdom;phylum;class;order;family,81602897;131003083;1705696207;855679871;2036903760
JADJOY01,Bacteria,1,2034951899,Bacteria;JADJOY01;JADJOY01;JADJOY01,superkingdom;phylum;class;order,81602897;685408356;1754341278;2034951899
JAJNBL01,Bacteria,1,2023192010,Bacteria;Pseudomonadota;Alphaproteobacteria;Rickettsiales;JAJNBL01,superkingdom;phylum;class;order;family,81602897;1712663402;623498299;1739444295;2023192010
CAIJLX01,Bacteria,1,202229949,Bacteria;Pseudomonadota;Alphaproteobacteria;Rickettsiales;CAIJLX01,superkingdom;phylum;class;order;family,81602897;1712663402;623498299;1739444295;202229949
JAUSGH01,Bacteria,1,2022142584,Bacteria;Patescibacteriota;Minisyncoccia;UBA6257;JAUSGH01,superkingdom;phylum;class;order;family,81602897;1184272463;283916658;370345088;2022142584
JACDFO01,Bacteria,1,2021535427,Bacteria;Patescibacteriota;Saccharimonadia;Saccharimonadales;JACDFO01,superkingdom;phylum;class;order;family,81602897;1184272463;1377863046;1184711150;2021535427
JAHFOU01,Bacteria,1,1169886232,Bacteria;Planctomycetota;SBBH01;JAHFOU01,superkingdom;phylum;class;order,81602897;678426958;1914718829;1169886232
JAUQQI01,Bacteria,1,116858971,Bacteria;Chloroflexota;Dehalococcoidia;JAUQQI01;JAUQQI01,superkingdom;phylum;class;order;family,81602897;510129959;1736958301;627133442;116858971
DSLN01,Bacteria,1,1167698680,Bacteria;Chloroflexota;Anaerolineae;DSLN01;DSLN01,superkingdom;phylum;class;order;family,81602897;510129959;1559853718;851075804;1167698680
JAHFSZ01,Bacteria,1,1167112833,Bacteria;Verrucomicrobiota;Verrucomicrobiia;JABWAM01;JAHFSZ01,superkingdom;phylum;class;order;family,81602897;605906842;1950791653;1438618131;1167112833
JAQSWP01,Bacteria,1,1165442504,Bacteria;Pseudomonadota;Alphaproteobacteria;Reyranellales;JAQSWP01,superkingdom;phylum;class;order;family,81602897;1712663402;623498299;2106458449;1165442504
JACDCP01,Bacteria,1,1165075659,Bacteria;Pseudomonadota;Gammaproteobacteria;JACDCP01;JACDCP01,superkingdom;phylum;class;order;family,81602897;1712663402;1969409366;790683472;1165075659
JAIBAD01,Bacteria,1,693249622,Bacteria;Pseudomonadota;Alphaproteobacteria;JAEUKQ01;JAIBAD01,superkingdom;phylum;class;order;family,81602897;1712663402;623498299;1607445347;693249622
JAQBTZ01,Bacteria,1,2028387625,Bacteria;Patescibacteriota;WWE3;2-01-FULL-39-13;JAQBTZ01,superkingdom;phylum;class;order;family,81602897;1184272463;1147046659;564151706;2028387625
JAGGZT01,Bacteria,1,1464900212,Bacteria;Acidobacteriota;B3-B38;Guanabaribacteriales;JAGGZT01,superkingdom;phylum;class;order;family,81602897;884358093;602682871;1888580666;1464900212
S144-23,Bacteria,1,1464359152,Bacteria;Pseudomonadota;Alphaproteobacteria;Rhizobiales;S144-23,superkingdom;phylum;class;order;family,81602897;1712663402;623498299;1585583143;1464359152
CALFWJ01,Bacteria,1,1462398893,Bacteria;Pseudomonadota;Alphaproteobacteria;UBA2136;CALFWJ01,superkingdom;phylum;class;order;family,81602897;1712663402;623498299;1409951807;1462398893
SCTJ01,Bacteria,1,2028127405,Bacteria;Patescibacteriota;Minisyncoccia;Moranbacterales;SCTJ01,superkingdom;phylum;class;order;family,81602897;1184272463;283916658;1081373055;2028127405
GCA-016699595,Bacteria,1,704696503,Bacteria;Patescibacteriota;Dojkabacteria;GCA-016699595;GCA-016699595,superkingdom;phylum;class;order;family,81602897;1184272463;1106003143;411974538;704696503
JANQJC01,Bacteria,1,703735873,Bacteria;Bacteroidota;Bacteroidia;JANQJC01;JANQJC01,superkingdom;phylum;class;order;family,81602897;504177835;618517539;142750709;703735873
JAPKYU01,Bacteria,1,703376028,Bacteria;Acidobacteriota;Terriglobia;JAJPHL01;JAPKYU01,superkingdom;phylum;class;order;family,81602897;884358093;1682859313;412770599;703376028
Ess09-12,Bacteria,1,70238742,Bacteria;Vulcanimicrobiota;CADAWZ01;CADAWZ01;Ess09-12,superkingdom;phylum;class;order;family,81602897;2046179026;2081177787;717634903;70238742
DAOWED01,Archaea,1,700163087,Archaea;Asgardarchaeota;Heimdallarchaeia;Heimdallarchaeales;DAOWED01,superkingdom;phylum;class;order;family,1337977286;613311890;856736772;423817087;700163087
MC1,Bacteria,1,699301842,Bacteria;Pseudomonadota;Alphaproteobacteria;MC1;MC1,superkingdom;phylum;class;order;family,81602897;1712663402;623498299;1148297604;699301842
JAICYB01,Bacteria,1,202018361,Bacteria;Actinomycetota;JAICYB01;JAICYB01;JAICYB01,superkingdom;phylum;class;order;family,81602897;922471546;1694355237;201740081;202018361
PFEM01,Bacteria,1,2020126638,Bacteria;Patescibacteriota;Microgenomatia;PFEM01;PFEM01,superkingdom;phylum;class;order;family,81602897;1184272463;151692982;949320746;2020126638
JAQVBK01,Bacteria,1,1473022525,Bacteria;Cloacimonadota;Cloacimonadia;Cloacimonadales;JAQVBK01,superkingdom;phylum;class;order;family,81602897;397599777;1098894286;1061531961;1473022525
JACPFA01,Bacteria,1,1470155216,Bacteria;UBA10199;UBA10199;DSSB01;JACPFA01,superkingdom;phylum;class;order;family,81602897;377335207;1956990809;1933630446;1470155216
JAQGHD01,Bacteria,1,1468592268,Bacteria;Patescibacteriota;Saccharimonadia;Saccharimonadales;JAQGHD01,superkingdom;phylum;class;order;family,81602897;1184272463;1377863046;1184711150;1468592268
CAIPFW01,Bacteria,1,2019905294,Bacteria;Pseudomonadota;Alphaproteobacteria;Rickettsiales;CAIPFW01,superkingdom;phylum;class;order;family,81602897;1712663402;623498299;1739444295;2019905294
JALYHC01,Bacteria,1,2019023982,Bacteria;Actinomycetota;Acidimicrobiia;UBA5794;JALYHC01,superkingdom;phylum;class;order;family,81602897;922471546;377422747;1411400895;2019023982
Luteibaculaceae,Bacteria,1,2025537086,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Luteibaculaceae,superkingdom;phylum;class;order;family,81602897;504177835;618517539;899814506;2025537086
JAGVYJ01,Archaea,1,2024804531,Archaea;Nanobdellota;Nanobdellia;Woesearchaeales;JAGVYJ01,superkingdom;phylum;class;order;family,1337977286;1140734311;507132679;559120121;2024804531
JAUVJU01,Bacteria,1,202463350,Bacteria;WOR-3;32-111;32-111;JAUVJU01,superkingdom;phylum;class;order;family,81602897;181805123;345082617;1509187467;202463350
JAPLKR01,Bacteria,1,1164954391,Bacteria;Fusobacteriota;Fusobacteriia;JAPLKR01;JAPLKR01,superkingdom;phylum;class;order;family,81602897;1100026331;699197850;738786581;1164954391
SG130,Bacteria,1,1164191332,Bacteria;Bacillota;Negativicutes;SG130;SG130,superkingdom;phylum;class;order;family,81602897;131003083;440945044;443998093;1164191332
OXYB2-FULL-49-7,Bacteria,1,1161702525,Bacteria;Fibrobacterota;OXYB2-FULL-49-7,superkingdom;phylum;class,81602897;31572563;1161702525
M30B25,Bacteria,1,1160235934,Bacteria;Pseudomonadota;Gammaproteobacteria;M30B25;M30B25,superkingdom;phylum;class;order;family,81602897;1712663402;1969409366;1789555804;1160235934
JANQNC01,Archaea,1,1159581309,Archaea;Nanobdellota;Nanobdellia;Woesearchaeales;JANQNC01,superkingdom;phylum;class;order;family,1337977286;1140734311;507132679;559120121;1159581309
DUQP01,Bacteria,1,706553458,Bacteria;Bacillota;UBA3575;UBA3575;DUQP01,superkingdom;phylum;class;order;family,81602897;131003083;1928341828;1195114007;706553458
JAEINX01,Bacteria,1,706310559,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;JAEINX01,superkingdom;phylum;class;order;family,81602897;504177835;618517539;592771697;706310559
JABISL01,Bacteria,1,2017771567,Bacteria;Margulisbacteria;Marinamargulisbacteria;UBA817;JABISL01,superkingdom;phylum;class;order;family,81602897;134569813;81327402;1138158847;2017771567
JASBUN01,Bacteria,1,2017619315,Bacteria;Pseudomonadota;Gammaproteobacteria;JASBUN01,superkingdom;phylum;class;order,81602897;1712663402;1969409366;2017619315
VGEJ01,Bacteria,1,2016542570,Bacteria;Pseudomonadota;Alphaproteobacteria;VGEJ01;VGEJ01,superkingdom;phylum;class;order;family,81602897;1712663402;623498299;523099080;2016542570
JAUIKZ01,Bacteria,1,2015344202,Bacteria;Pseudomonadota;Alphaproteobacteria;UBA6184;JAUIKZ01,superkingdom;phylum;class;order;family,81602897;1712663402;623498299;1770996881;2015344202
WRCU01,Bacteria,1,2014483313,Bacteria;Bacillota;Clostridia;WRCU01;WRCU01,superkingdom;phylum;class;order;family,81602897;131003083;1705696207;1298688893;2014483313
JAAZVR01,Bacteria,1,2013351771,Bacteria;Pseudomonadota;Gammaproteobacteria;Thiomicrospirales;JAAZVR01,superkingdom;phylum;class;order;family,81602897;1712663402;1969409366;1483936332;2013351771
JAIBAG01,Bacteria,1,2012097755,Bacteria;UBA10199;UBA10199;UBA10199;JAIBAG01,superkingdom;phylum;class;order;family,81602897;377335207;1956990809;1395998419;2012097755
REEL01,Bacteria,1,2009811345,Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;REEL01,superkingdom;phylum;class;order;family,81602897;504177835;618517539;692377512;2009811345
VGTL01,Archaea,1,2009767588,Archaea;Thermoplasmatota;DTKX01;VGTL01;VGTL01,superkingdom;phylum;class;order;family,1337977286;1319660302;1981047767;872821724;2009767588
DAOVKX01,Archaea,1,200015358,Archaea;EX4484-52;EX4484-52;EX4484-52;DAOVKX01,superkingdom;phylum;class;order;family,1337977286;1942934023;1357472601;868049648;200015358
JADFOU01,Bacteria,1,715232826,Bacteria;TA06;DG-26;E44-bin18;JADFOU01,superkingdom;phylum;class;order;family,81602897;1229419431;1164728720;105890935;715232826
JAMOTR01,Archaea,1,711758759,Archaea;Asgardarchaeota;Njordarchaeia;Njordarchaeales;JAMOTR01,superkingdom;phylum;class;order;family,1337977286;613311890;804056220;80283648;711758759
SKZP01,Bacteria,1,711486041,Bacteria;Planctomycetota;UBA8742;SKZP01;SKZP01,superkingdom;phylum;class;order;family,81602897;678426958;766377405;715143482;711486041
J094,Bacteria,1,710502394,Bacteria;Spirochaetota;Leptospiria;Turneriellales;J094,superkingdom;phylum;class;order;family,81602897;39784000;1425250793;477386267;710502394
Ostreibacteriaceae,Bacteria,1,709489194,Bacteria;Pseudomonadota;Gammaproteobacteria;Cardiobacteriales;Ostreibacteriaceae,superkingdom;phylum;class;order;family,81602897;1712663402;1969409366;1131015116;709489194
JAFGSM01,Bacteria,1,200936674,Bacteria;SZUA-182;SZUA-182;DTGQ01;JAFGSM01,superkingdom;phylum;class;order;family,81602897;865509404;907263332;1536496764;200936674
JAGTJX01,Bacteria,1,1476482684,Bacteria;Bdellovibrionota;UBA1018;UBA1018;JAGTJX01,superkingdom;phylum;class;order;family,81602897;1668872378;706788744;1662270649;1476482684
JAFGPW01,Archaea,1,1474320792,Archaea;Nanobdellota;Nanobdellia;Woesearchaeales;JAFGPW01,superkingdom;phylum;class;order;family,1337977286;1140734311;507132679;559120121;1474320792
JAUIME01,Bacteria,1,1474288030,Bacteria;Planctomycetota;JACOTG01;JACOTG01;JAUIME01,superkingdom;phylum;class;order;family,81602897;678426958;628981727;681428392;1474288030
T1SED10-198M,Bacteria,1,2008720193,Bacteria;T1SED10-198M;T1SED10-198M;T1SED10-198M;T1SED10-198M,superkingdom;phylum;class;order;family,81602897;559194597;665777631;1119052564;2008720193
ARS1178,Archaea,1,20086408,Archaea;Nanobdellota;Nanobdellia;SCGC-AAA011-G17;ARS1178,superkingdom;phylum;class;order;family,1337977286;1140734311;507132679;1390958434;20086408
CALEFQ01,Bacteria,1,2007766712,Bacteria;Patescibacteriota;CALEFQ01,superkingdom;phylum;class,81602897;1184272463;2007766712
JAFGDJ01,Bacteria,1,2006373743,Bacteria;Spirochaetota;Spirochaetia;JAFGDJ01,superkingdom;phylum;class;order,81602897;39784000;1693206508;2006373743
JAOUDF01,Bacteria,1,2005667547,Bacteria;Nitrospirota;JAOUDF01,superkingdom;phylum;class,81602897;1669227019;2005667547
JAPLZO01,Archaea,1,2005584701,Archaea;Nanobdellota;Nanobdellia;SCGC-AAA011-G17;JAPLZO01,superkingdom;phylum;class;order;family,1337977286;1140734311;507132679;1390958434;2005584701
JALEGL01,Bacteria,1,1477933033,Bacteria;Bdellovibrionota_G;JALEGL01;JALEGL01,superkingdom;phylum;class;order,81602897;822184422;376927840;1477933033
WJKB01,Archaea,1,1477457233,Archaea;Nanobdellota;Nanobdellia;Woesearchaeales;WJKB01,superkingdom;phylum;class;order;family,1337977286;1140734311;507132679;559120121;1477457233
JADQBU01,Bacteria,1,1476789853,Bacteria;Bacillota;Halanaerobiia;Halanaerobiales;JADQBU01,superkingdom;phylum;class;order;family,81602897;131003083;1873769925;260958131;1476789853
GCA-013348725,Bacteria,1,1995586737,Bacteria;Pseudomonadota;Gammaproteobacteria;GCA-013348725;GCA-013348725,superkingdom;phylum;class;order;family,81602897;1712663402;1969409366;90217075;1995586737
