genus,domain,genus_counts,taxid,lineage,lineage_ranks,lineage_taxids
Alexandriicola,Bacteria,1,2927766.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Alexandriicola,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;204455;31989;2927766
Tumidithrix,Bacteria,1,3088355.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Pseudanabaenales;Pseudanabaenaceae;Tumidithrix,cellular root;domain;kingdom;clade;phylum;class;order;family;genus,131567;2;1783272;1798711;1117;3028117;2881377;1890436;3088355
Benzoatithermus,Bacteria,1,3403028.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Geminicoccales;Geminicoccaceae;Benzoatithermus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;3108222;2066434;3403028
Tuwongella,Bacteria,1,2051044.0,cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Planctomycetia;Gemmatales;Gemmataceae;Tuwongella,cellular root;domain;kingdom;clade;phylum;class;order;family;genus,131567;2;3379134;1783257;203682;203683;2691355;1914233;2051044
Balnearium,Bacteria,1,223787.0,cellular organisms;Bacteria;Pseudomonadati;Aquificota;Aquificia;Desulfurobacteriales;Desulfurobacteriaceae;Balnearium,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;200783;187857;1485951;558314;223787
Aminithiophilus,Bacteria,1,3029078.0,cellular organisms;Bacteria;Thermotogati;Synergistota;Synergistia;Synergistales;Aminithiophilaceae;Aminithiophilus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3384194;508458;649775;649776;3029085;3029078
Seramator,Bacteria,1,2919400.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Seramator,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;200643;171549;2005520;2919400
Timaviella,Bacteria,1,2055830.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Oculatellales;Oculatellaceae;Timaviella,cellular root;domain;kingdom;clade;phylum;class;order;family;genus,131567;2;1783272;1798711;1117;3028117;3079748;2303507;2055830
Selenihalanaerobacter,Bacteria,1,142841.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Halanaerobiales;Halobacteroidaceae;Selenihalanaerobacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;186801;53433;53434;142841
Seminibacterium,Bacteria,1,1649494.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Seminibacterium,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;135625;712;1649494
Amnimonas,Bacteria,1,2707015.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Amnimonas,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;2887326;468;2707015
Thiofaba,Bacteria,1,552511.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Chromatiales;Halothiobacillaceae;Thiofaba,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;135613;255526;552511
Shiella,Bacteria,1,3098097.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Shiellaceae;Shiella,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;768503;768507;3098096;3098097
Thiobacter,Bacteria,1,279809.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Thiobacteraceae;Thiobacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28216;80840;3384057;279809
Thiobaca,Bacteria,1,127457.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiobaca,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;135613;1046;127457
Thioalbus,Bacteria,1,1511694.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Thioalbus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;135613;72276;1511694
Aurantibacillus,Bacteria,1,3088889.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Aurantibacillaceae;Aurantibacillus,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;117747;200666;3088888;3088889
Aureibacillus,Bacteria,1,1930791.0,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Aureibacillus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;91061;1385;186817;1930791
Thioalkalicoccus,Bacteria,1,156972.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thioalkalicoccus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;135613;1046;156972
Thetidibacter,Bacteria,1,3046595.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Thetidibacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;204455;2854170;3046595
Thiosulfativibrio,Bacteria,1,2781120.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;Thiosulfativibrio,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;72273;135616;2781120
Thiovibrio,Bacteria,1,2991701.0,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfobulbia;Desulfobulbales;Thiovibrionaceae;Thiovibrio,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;200940;3031451;3024411;3072124;2991701
Thiospirochaeta,Bacteria,1,2792240.0,cellular organisms;Bacteria;Pseudomonadati;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Thiospirochaeta,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;203691;203692;136;137;2792240
Thiospirillum,Bacteria,1,212111.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiospirillum,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;135613;1046;212111
Aureicoccus,Bacteria,1,1433989.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Aureicoccus,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;117743;200644;49546;1433989
Aureisphaera,Bacteria,1,1704230.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Aureisphaera,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;117743;200644;49546;1704230
Thiosocius,Bacteria,1,2780488.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Chromatiales;Sedimenticolaceae;Thiosocius,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;135613;3067276;2780488
Thiorhodospira,Bacteria,1,154346.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Thiorhodospira,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;135613;72276;154346
Thioflexithrix,Bacteria,1,1930932.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Thiotrichales incertae sedis;Thioflexithrix,cellular root;domain;kingdom;phylum;class;order;no rank;genus,131567;2;3379134;1224;1236;72273;92486;1930932
Shackletoniella,Bacteria,1,2784135.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Oculatellales;Oculatellaceae;Shackletoniella,cellular root;domain;kingdom;clade;phylum;class;order;family;genus,131567;2;1783272;1798711;1117;3028117;3079748;2303507;2784135
Thioflavicoccus,Bacteria,1,156885.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thioflavicoccus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;135613;1046;156885
Scleromatobacter,Bacteria,1,3034706.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Scleromatobacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28216;80840;2975441;3034706
Alterisphingorhabdus,Bacteria,1,3382518.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Alterisphingorhabdus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;204457;41297;3382518
Alterinioella,Bacteria,1,2840314.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Alterinioella,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;204455;31989;2840314
Altericista,Bacteria,1,2855430.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Synechococcales;Synechococcales incertae sedis;Altericista,cellular root;domain;kingdom;clade;phylum;class;order;no rank;genus,131567;2;1783272;1798711;1117;3028117;1890424;1890647;2855430
Bacilliculturomica,Bacteria,1,2005387.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Anaerovoracaceae;Bacilliculturomica,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;186801;3082720;543314;2005387
Alteracholeplasma,Bacteria,1,2903105.0,cellular organisms;Bacteria;Bacillati;Mycoplasmatota;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Alteracholeplasma,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;544448;31969;186329;2146;2903105
Baia,Bacteria,1,1763552.0,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Thermoactinomycetaceae;Baia,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;91061;1385;186824;1763552
Bailinhaonella,Bacteria,1,2806742.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Streptosporangiales;Streptosporangiaceae;Bailinhaonella,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;85012;2004;2806742
Sediminibacter,Bacteria,1,379072.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Sediminibacter,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;117743;200644;49546;379072
Amazonocrinis,Bacteria,1,2840440.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Nostocales;Nostocaceae;Amazonocrinis,cellular root;domain;kingdom;clade;phylum;class;order;family;genus,131567;2;1783272;1798711;1117;3028117;1161;1162;2840440
Scytolyngbya,Bacteria,1,1706226.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Leptolyngbyales;Leptolyngbyaceae;Scytolyngbya,cellular root;domain;kingdom;clade;phylum;class;order;family;genus,131567;2;1783272;1798711;1117;3028117;3079749;1890438;1706226
Scytonematopsis,Bacteria,1,259009.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Nostocales;Scytonemataceae;Scytonematopsis,cellular root;domain;kingdom;clade;phylum;class;order;family;genus,131567;2;1783272;1798711;1117;3028117;1161;1182;259009
Amantichitinum,Bacteria,1,1433987.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Neisseriales;Chitinibacteraceae;Amantichitinum,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28216;206351;2897177;1433987
Sediminitomix,Bacteria,1,379074.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Flammeovirgaceae;Sediminitomix,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;768503;768507;200667;379074
Seinonella,Bacteria,1,292637.0,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Thermoactinomycetaceae;Seinonella,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;91061;1385;186824;292637
Azotosporobacter,Bacteria,1,3152467.0,cellular organisms;Bacteria;Bacillati;Bacillota;Negativicutes;Selenomonadales;Sporomusaceae;Azotosporobacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;909932;909929;1843490;3152467
Baaleninema,Bacteria,1,2862346.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Oscillatoriales;Oscillatoriaceae;Baaleninema,cellular root;domain;kingdom;clade;phylum;class;subclass;order;family;genus,131567;2;1783272;1798711;1117;3028117;1301283;1150;1892254;2862346
Paradesulfitobacterium,Bacteria,1,2881027.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Peptococcaceae;Paradesulfitobacterium,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;186801;186802;186807;2881027
Demetria,Bacteria,1,63958.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Dermacoccaceae;Demetria,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;85006;145357;63958
Deminuibacter,Bacteria,1,2680022.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Deminuibacter,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;1853228;1853229;563835;2680022
Desulfoglaeba,Bacteria,1,361106.0,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Syntrophobacteria;Syntrophobacterales;Syntrophobacteraceae;Desulfoglaeba,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;200940;3024408;213462;213465;361106
Desulfohalovibrio,Bacteria,1,2582836.0,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfohalovibrio,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;200940;3031449;213115;194924;2582836
Desulfolithobacter,Bacteria,1,3003266.0,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfobulbia;Desulfobulbales;Desulfobulbaceae;Desulfolithobacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;200940;3031451;3024411;213121;3003266
Desulfolucanica,Bacteria,1,2916691.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Peptococcaceae;Desulfolucanica,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;186801;186802;186807;2916691
Desulfomarina,Bacteria,1,2894767.0,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfobulbia;Desulfobulbales;Desulfobulbaceae;Desulfomarina,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;200940;3031451;3024411;213121;2894767
Desulfocarbo,Bacteria,1,1535192.0,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfarculia;Desulfarculales;Desulfarculaceae;Desulfocarbo,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;200940;3031646;453227;453228;1535192
Desulfocucumis,Bacteria,1,2026179.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Desulfocucumaceae;Desulfocucumis,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;186801;186802;3023805;2026179
Desulfofalx,Bacteria,1,2916690.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Peptococcaceae;Desulfofalx,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;186801;186802;186807;2916690
Desulfofarcimen,Bacteria,1,2282742.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Peptococcaceae;Desulfofarcimen,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;186801;186802;186807;2282742
Desulfoferrobacter,Bacteria,1,2976171.0,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Syntrophobacteria;Syntrophobacterales;Syntrophobacteraceae;Desulfoferrobacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;200940;3024408;213462;213465;2976171
Ktedonospora,Bacteria,1,2866729.0,cellular organisms;Bacteria;Bacillati;Chloroflexota;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;Ktedonospora,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;200795;388447;388448;388449;2866729
Lacimonas,Bacteria,1,1941108.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Lacimonas,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;204455;31989;1941108
Kumtagia,Bacteria,1,3143705.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Kumtagia,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;356;69277;3143705
Krasilnikoviella,Bacteria,1,1914244.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Promicromonosporaceae;Krasilnikoviella,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;85006;85017;1914244
Kribbia,Bacteria,1,331525.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Kribbia,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;85006;85021;331525
